Talla_Cruda,Talla_Limpia,Estado
41.5,41.5,✅ OK
42,42,✅ OK
42.5,42.5,✅ OK
43,43,✅ OK
43.5,43.5,✅ OK
44,44,✅ OK
44.5,44.5,✅ OK
45,45,✅ OK
46,46,✅ OK
48,48,✅ OK
4C,4C,✅ OK
4Y,4Y,✅ OK
5,5Y,✅ OK
5.5,5.5Y,✅ OK
5.5Y,5.5Y,✅ OK
50,50,✅ OK
52,52,✅ OK
5C,5C,✅ OK
5Y,5Y,✅ OK
6,6Y,✅ OK
6 7/8,8Y,✅ OK
6.5,6.5Y,✅ OK
6.5Y,6.5Y,✅ OK
6C,6C,✅ OK
6Y,6Y,✅ OK
7,7Y,✅ OK
7 1/2,2Y,✅ OK
7 1/4,4Y,✅ OK
7 3/4,4Y,✅ OK
7 3/8,8Y,✅ OK
7 5/8,8Y,✅ OK
7 7/8,8Y,✅ OK
7.5,7.5Y,✅ OK
7C,7C,✅ OK
7Y,7Y,✅ OK
8,8Y,✅ OK
8.5,8.5Y,✅ OK
8C,8C,✅ OK
9,9Y,✅ OK
9.5,9.5Y,✅ OK
9C,9C,✅ OK
Black/White / 120cm,120CM,✅ OK
Bordeaux / One Size,OS,✅ OK
Brass / One Size,OS,✅ OK
CAPULET OLIVE / L,L,✅ OK
CAPULET OLIVE / M,M,✅ OK
CAPULET OLIVE / One Size,OS,✅ OK
CAPULET OLIVE / S,S,✅ OK
CAPULET OLIVE / XL,XL,✅ OK
CAPULET OLIVE / XS,XS,✅ OK
CAPULET OLIVE / XXL,XXL,✅ OK
CHOCOLATE TRUFFLE / L,L,✅ OK
CHOCOLATE TRUFFLE / M,M,✅ OK
CHOCOLATE TRUFFLE / One Size,OS,✅ OK
CHOCOLATE TRUFFLE / S,S,✅ OK
CHOCOLATE TRUFFLE / XL,XL,✅ OK
CHOCOLATE TRUFFLE / XS,XS,✅ OK
CHOCOLATE TRUFFLE / XXL,XXL,✅ OK
Coconut Milk / L,L,✅ OK
Coconut Milk / M,M,✅ OK
Coconut Milk / S,S,✅ OK
Coconut Milk / XL,XL,✅ OK
Coconut Milk / XS,XS,✅ OK
Coconut Milk / XXL,XXL,✅ OK
Coffee / EU42 | UK8 | US8.5,EU 42,✅ OK
Coffee / L,L,✅ OK
Coffee / M,M,✅ OK
Coffee Bean / L,L,✅ OK
Coffee Bean / M,M,✅ OK
Coffee Bean / S,S,✅ OK
Coffee Bean / XL,XL,✅ OK
Coffee Bean / XS,XS,✅ OK
Coffee Bean / XXL,XXL,✅ OK
DOVE / One Size,OS,✅ OK
Deep Sea / L/XL,XL,✅ OK
Deep Sea / S/M,M,✅ OK
Dusty Grace / EU38 | UK5.5 | US6,EU 38,✅ OK
Dusty Grace / EU39 | UK6 | US6.5,EU 39,✅ OK
Dusty Grace / EU40 | UK6.5 | US7,EU 40,✅ OK
Dusty Grace / EU41 | UK7 | US8,EU 41,✅ OK
Dusty Grace / EU42 | UK8 | US8.5,EU 42,✅ OK
Dusty Grace / EU43 | UK9 | US9.5,EU 43,✅ OK
Dusty Grace / EU44 | UK9.5 | US10,EU 44,✅ OK
Dusty Grace / EU45 | UK10.5 | US11,EU 45,✅ OK
Dusty Grace / EU46 | UK11.5 | US12,EU 46,✅ OK
EU35.5,EU 35.5,✅ OK
EU36.0,EU 36,✅ OK
EU36.5,EU 36.5,✅ OK
EU36.6,EU 36.6,✅ OK
EU36.7,EU 36.7,✅ OK
EU37.0,EU 37,✅ OK
EU37.3,EU 37.3,✅ OK
EU37.5,EU 37.5,✅ OK
EU38.0,EU 38,✅ OK
EU38.5,EU 38.5,✅ OK
EU38.7,EU 38.7,✅ OK
EU39.0,EU 39,✅ OK
EU39.3,EU 39.3,✅ OK
EU39.5,EU 39.5,✅ OK
EU40.0,EU 40,✅ OK
EU40.5,EU 40.5,✅ OK
EU40.7,EU 40.7,✅ OK
EU41.0,EU 41,✅ OK
EU41.3,EU 41.3,✅ OK
EU41.5,EU 41.5,✅ OK
EU42.0,EU 42,✅ OK
EU42.5,EU 42.5,✅ OK
EU42.7,EU 42.7,✅ OK
EU43.0,EU 43,✅ OK
EU43.3,EU 43.3,✅ OK
EU43.5,EU 43.5,✅ OK
EU44.0,EU 44,✅ OK
EU44.5,EU 44.5,✅ OK
EU44.7,EU 44.7,✅ OK
EU45.0,EU 45,✅ OK
EU45.3,EU 45.3,✅ OK
EU45.5,EU 45.5,✅ OK
EU46.0,EU 46,✅ OK
EU46.5,EU 46.5,✅ OK
EU46.7,EU 46.7,✅ OK
EU47.3,EU 47.3,✅ OK
EU47.5,EU 47.5,✅ OK
EU48.0,EU 48,✅ OK
EU48.5,EU 48.5,✅ OK
EU49.5,EU 49.5,✅ OK
EVERGREEN / One Size,OS,✅ OK
Extra Extra Large,XXL,✅ OK
Extra Large,XL,✅ OK
Extra Small,XS,✅ OK
Extra large,XL,✅ OK
GOLD / One Size,OS,✅ OK
Henna / L,L,✅ OK
Henna / M,M,✅ OK
Henna / One Size,OS,✅ OK
Henna / S,S,✅ OK
Henna / XL,XL,✅ OK
Henna / XS,XS,✅ OK
Henna / XXL,XXL,✅ OK
Houndstooth / One Size,OS,✅ OK
INCENSE / One Size,OS,✅ OK
Kalamata / 28,28,✅ OK
Kalamata / 30,30,✅ OK
Kalamata / 32,32,✅ OK
Kalamata / 34,34,✅ OK
Kalamata / 36,36,✅ OK
Kalamata / 38,38,✅ OK
Kalamata / L,L,✅ OK
Kalamata / M,M,✅ OK
Kalamata / One Size,OS,✅ OK
Kalamata / S,S,✅ OK
Kalamata / XL,XL,✅ OK
Kalamata / XS,XS,✅ OK
Kalamata / XXL,XXL,✅ OK
Kalamata Plaid / L,L,✅ OK
Kalamata Plaid / M,M,✅ OK
Kalamata Plaid / S,S,✅ OK
Kalamata Plaid / XL,XL,✅ OK
Kalamata Plaid / XS,XS,✅ OK
Kalamata Plaid / XXL,XXL,✅ OK
Kelp / L,L,✅ OK
Kelp / M,M,✅ OK
Kelp / S,S,✅ OK
Kelp / XL,XL,✅ OK
Kelp / XS,XS,✅ OK
Kelp / XXL,XXL,✅ OK
L,L,✅ OK
L / Withered Rose,WITHERED ROSE,✅ OK
L-XL,L-XL,✅ OK
LARGE,L,✅ OK
LAUREL OAK / L,L,✅ OK
LAUREL OAK / M,M,✅ OK
LAUREL OAK / One Size,OS,✅ OK
LAUREL OAK / S,S,✅ OK
LAUREL OAK / XL,XL,✅ OK
LAUREL OAK / XS,XS,✅ OK
LAUREL OAK / XXL,XXL,✅ OK
Large,L,✅ OK
M,M,✅ OK
M / Withered Rose,WITHERED ROSE,✅ OK
M/L,L,✅ OK
MAHOGANY / 10,10Y,✅ OK
MAHOGANY / 10.5,10.5Y,✅ OK
MAHOGANY / 11,11Y,✅ OK
MAHOGANY / 11.5,11.5Y,✅ OK
MAHOGANY / 12,12Y,✅ OK
MAHOGANY / 13,13Y,✅ OK
MAHOGANY / 5,5Y,✅ OK
MAHOGANY / 6,6Y,✅ OK
MAHOGANY / 6.5,6.5Y,✅ OK
MAHOGANY / 7,7Y,✅ OK
MAHOGANY / 7.5,7.5Y,✅ OK
MAHOGANY / 8,8Y,✅ OK
MAHOGANY / 8.5,8.5Y,✅ OK
MAHOGANY / 9,9Y,✅ OK
MAHOGANY / 9.5,9.5Y,✅ OK
MARS RED / L,L,✅ OK
MARS RED / M,M,✅ OK
MARS RED / S,S,✅ OK
MARS RED / XL,XL,✅ OK
MARS RED / XS,XS,✅ OK
MARS RED / XXL,XXL,✅ OK
MEDIUM,M,✅ OK
MERMAID / One Size,OS,✅ OK
MIMOSA / L,L,✅ OK
MIMOSA / M,M,✅ OK
MIMOSA / S,S,✅ OK
MIMOSA / XL,XL,✅ OK
MIMOSA / XS,XS,✅ OK
MIMOSA / XXL,XXL,✅ OK
Medium,M,✅ OK
Minion Yellow / One Size,OS,✅ OK
Mocha / EU38 | UK5.5 | US6,EU 38,✅ OK
Mocha / EU39 | UK6 | US6.5,EU 39,✅ OK
Mocha / EU40 | UK6.5 | US7,EU 40,✅ OK
Mocha / EU41  | UK7 | US8,EU 41,✅ OK
Mocha / EU42 | UK8 | US8.5,EU 42,✅ OK
Mocha / EU43 | UK9 | US9.5,EU 43,✅ OK
Mocha / EU44 | UK9.5 | US10,EU 44,✅ OK
Mocha / EU45 | UK10.5 | US11,EU 45,✅ OK
Multi / 28,28,✅ OK
Multi / 30,30,✅ OK
Multi / 32,32,✅ OK
Multi / 38,38,✅ OK
Multi / 40,40,✅ OK
Multi / 42,42,✅ OK
Multi / One Size,OS,✅ OK
NEON / 10,10Y,✅ OK
NEON / 10.5,10.5Y,✅ OK
NEON / 11,11Y,✅ OK
NEON / 11.5,11.5Y,✅ OK
NEON / 12,12Y,✅ OK
NEON / 13,13Y,✅ OK
NEON / 4,4Y,✅ OK
NEON / 5,5Y,✅ OK
NEON / 7,7Y,✅ OK
NEON / 7.5,7.5Y,✅ OK
NEON / 8,8Y,✅ OK
NEON / 8.5,8.5Y,✅ OK
NEON / 9,9Y,✅ OK
NEON / 9.5,9.5Y,✅ OK
Naval Academy / L,L,✅ OK
Naval Academy / L/XL,XL,✅ OK
Naval Academy / M,M,✅ OK
Naval Academy / One Size,OS,✅ OK
Naval Academy / S,S,✅ OK
Naval Academy / S/M,M,✅ OK
Naval Academy / XL,XL,✅ OK
Naval Academy / XS,XS,✅ OK
Naval Academy / XXL,XXL,✅ OK
Noir Suede / EU38 | UK5.5 | US6,EU 38,✅ OK
Noir Suede / EU39 | UK6 | US6.5,EU 39,✅ OK
Noir Suede / EU40 | UK6.5 | US7,EU 40,✅ OK
Noir Suede / EU41 | UK7 | US8,EU 41,✅ OK
Noir Suede / EU42 | UK8 | US8.5,EU 42,✅ OK
Noir Suede / EU43 | UK9 | US9.5,EU 43,✅ OK
Noir Suede / EU44 | UK9.5 | US10,EU 44,✅ OK
Noir Suede / EU45 | UK10.5 | US11,EU 45,✅ OK
Noir Suede / EU46 | UK11.5 | US12,EU 46,✅ OK
OLIVE / 10,10Y,✅ OK
OLIVE / 10.5,10.5Y,✅ OK
OLIVE / 11,11Y,✅ OK
OLIVE / 11.5,11.5Y,✅ OK
OLIVE / 12,12Y,✅ OK
OLIVE / 4,4Y,✅ OK
OLIVE / 7.5,7.5Y,✅ OK
OLIVE / 8,8Y,✅ OK
OLIVE / 8.5,8.5Y,✅ OK
OLIVE / 9,9Y,✅ OK
OLIVE / 9.5,9.5Y,✅ OK
OLIVE / L,L,✅ OK
OLIVE / M,M,✅ OK
OLIVE / One Size,OS,✅ OK
OLIVE / S,S,✅ OK
OLIVE / XL,XL,✅ OK
OLIVE / XS,XS,✅ OK
OLIVE / XXL,XXL,✅ OK
ONE SIZE,OS,✅ OK
OS,OS,✅ OK
Ocean Mist / EU38 | UK5.5 | US6,EU 38,✅ OK
Ocean Mist / EU39 | UK6 | US6.5,EU 39,✅ OK
Ocean Mist / EU40 | UK6.5 | US7,EU 40,✅ OK
Ocean Mist / EU41 | UK7 | US8,EU 41,✅ OK
Ocean Mist / EU42 | UK8 | US8.5,EU 42,✅ OK
Ocean Mist / EU43 | UK9 | US9.5,EU 43,✅ OK
Ocean Mist / EU44 | UK9.5 | US10,EU 44,✅ OK
Ocean Mist / EU45 | UK10.5 | US11,EU 45,✅ OK
Ocean Mist / EU46 | UK11.5 | US12,EU 46,✅ OK
Oceana / L,L,✅ OK
Oceana / M,M,✅ OK
Oceana / One Size,OS,✅ OK
Oceana / S,S,✅ OK
Oceana / XL,XL,✅ OK
Oceana / XS,XS,✅ OK
Oceana / XXL,XXL,✅ OK
Olive / 10,10Y,✅ OK
Olive / 10.5,10.5Y,✅ OK
Olive / 11,11Y,✅ OK
Olive / 11.5,11.5Y,✅ OK
Olive / 12,12Y,✅ OK
Olive / 4,4Y,✅ OK
Olive / 5,5Y,✅ OK
Olive / 6,6Y,✅ OK
Olive / 6.5,6.5Y,✅ OK
Olive / 7,7Y,✅ OK
Olive / 9,9Y,✅ OK
Olive / 9.5,9.5Y,✅ OK
One Size,OS,✅ OK
Orange / One Size,OS,✅ OK
PRISTINE / 10,10Y,✅ OK
PRISTINE / 10.5,10.5Y,✅ OK
PRISTINE / 11,11Y,✅ OK
PRISTINE / 11.5,11.5Y,✅ OK
PRISTINE / 12,12Y,✅ OK
PRISTINE / 13,13Y,✅ OK
PRISTINE / 4,4Y,✅ OK
PRISTINE / 5,5Y,✅ OK
PRISTINE / 6,6Y,✅ OK
PRISTINE / 6.5,6.5Y,✅ OK
PRISTINE / 7,7Y,✅ OK
PRISTINE / 7.5,7.5Y,✅ OK
PRISTINE / 8,8Y,✅ OK
PRISTINE / 8.5,8.5Y,✅ OK
PRISTINE / 9,9Y,✅ OK
PRISTINE / 9.5,9.5Y,✅ OK
PRISTINE / L,L,✅ OK
PRISTINE / M,M,✅ OK
PRISTINE / One Size,OS,✅ OK
PRISTINE / S,S,✅ OK
PRISTINE / XL,XL,✅ OK
PRISTINE / XS,XS,✅ OK
PRISTINE / XXL,XXL,✅ OK
Petunia / L,L,✅ OK
Petunia / M,M,✅ OK
Petunia / One Size,OS,✅ OK
Petunia / S,S,✅ OK
Petunia / XL,XL,✅ OK
Petunia / XS,XS,✅ OK
Petunia / XXL,XXL,✅ OK
Pine Grove / L,L,✅ OK
Pine Grove / M,M,✅ OK
Pine Grove / One Size,OS,✅ OK
Pine Grove / S,S,✅ OK
Pine Grove / XS,XS,✅ OK
Pink / 120cm,120CM,✅ OK
RAINFOREST / L,L,✅ OK
RAINFOREST / M,M,✅ OK
RAINFOREST / S,S,✅ OK
RAINFOREST / XL,XL,✅ OK
RAINFOREST / XS,XS,✅ OK
RAINFOREST / XXL,XXL,✅ OK
Rain Forest / One Size,OS,✅ OK
Red / 2XL,XXL,✅ OK
Red / 3XL,XXXL,✅ OK
Red / L,L,✅ OK
Red / M,M,✅ OK
Red / S,S,✅ OK
Red / XL,XL,✅ OK
Rust / EU38 | UK5.5 | US6,EU 38,✅ OK
Rust / EU39 | UK6 | US6.5,EU 39,✅ OK
Rust / EU40 | UK6.5 | US7,EU 40,✅ OK
Rust / EU41 | UK7 | US8,EU 41,✅ OK
Rust / EU42 | UK8 | US8.5,EU 42,✅ OK
Rust / EU43 | UK9 | US9.5,EU 43,✅ OK
Rust / EU44 | UK9.5 | US10,EU 44,✅ OK
Rust / EU46 | UK11.5 | US12,EU 46,✅ OK
S,S,✅ OK
S / Withered Rose,WITHERED ROSE,✅ OK
S-M,S-M,✅ OK
SAFARI / One Size,OS,✅ OK
SAILBOAT / One Size,OS,✅ OK
SILVER BIRCH / 28,28,✅ OK
SILVER BIRCH / 30,30,✅ OK
SILVER BIRCH / 32,32,✅ OK
SILVER BIRCH / 34,34,✅ OK
SILVER BIRCH / 36,36,✅ OK
SILVER BIRCH / 38,38,✅ OK
SILVER BIRCH / One Size,OS,✅ OK
SMALL,S,✅ OK
STATUE / One Size,OS,✅ OK
Sand / L/XL,XL,✅ OK
Sand / One Size,OS,✅ OK
Sand / S/M,M,✅ OK
Savvy Red / L,L,✅ OK
Savvy Red / M,M,✅ OK
Savvy Red / S,S,✅ OK
Savvy Red / XL,XL,✅ OK
Savvy Red / XS,XS,✅ OK
Savvy Red / XXL,XXL,✅ OK
Silver Mix / L,L,✅ OK
Silver Mix / M,M,✅ OK
Silver Mix / S,S,✅ OK
Silver Mix / XL,XL,✅ OK
Silver Mix / XS,XS,✅ OK
Silver Mix / XXL,XXL,✅ OK
Small,S,✅ OK
TRAPPER / One Size,OS,✅ OK
Turquoise / 120cm,120CM,✅ OK
UK10.0,UK 10,✅ OK
UK10.5,UK 10.5,✅ OK
UK10.5 / EU44.5 / US11.5 / Light Sand,EU 10.5,✅ OK
UK11 / EU45 / US12 / Light Sand,EU 11,✅ OK
UK11 / EU45 / US12 / Sand,EU 11,✅ OK
UK11.0,UK 11,✅ OK
UK11.5,UK 11.5,✅ OK
UK12 / EU46 / US13 / Sand,EU 12,✅ OK
UK12.0,UK 12,✅ OK
UK12.5,UK 12.5,✅ OK
UK13.0,UK 13,✅ OK
UK14.0,UK 14,✅ OK
UK3.0,UK 3,✅ OK
UK3.5,UK 3.5,✅ OK
UK4.0,UK 4,✅ OK
UK4.5,UK 4.5,✅ OK
UK5.0,UK 5,✅ OK
UK5.5,UK 5.5,✅ OK
UK6 / EU40 / US7 / Light Sand,EU 6,✅ OK
UK6.0,UK 6,✅ OK
UK6.5,UK 6.5,✅ OK
UK7 / EU41 / US8 / Light Sand,EU 7,✅ OK
UK7 / EU41 / US8 / Multi,EU 7,✅ OK
UK7 / EU41 / US8 / Sand,EU 7,✅ OK
UK7.0,UK 7,✅ OK
UK7.5,UK 7.5,✅ OK
UK8 / EU42 / US9 / Light Sand,EU 8,✅ OK
UK8 / EU42 / US9 / Sand,EU 8,✅ OK
UK8.0,UK 8,✅ OK
UK8.5,UK 8.5,✅ OK
UK8.5 / EU42.5 / US9.5 / Light Sand,EU 8.5,✅ OK
UK9 / EU43 / US10 / Light Sand,EU 9,✅ OK
UK9.0,UK 9,✅ OK
UK9.5,UK 9.5,✅ OK
US10.0,US 10,✅ OK
US10.5,US 10.5,✅ OK
US11.0,US 11,✅ OK
US11.5,US 11.5,✅ OK
US12.0,US 12,✅ OK
US12.5,US 12.5,✅ OK
US13.0,US 13,✅ OK
US14.0,US 14,✅ OK
US15.0,US 15,✅ OK
US4.0,US 4,✅ OK
US4.5,US 4.5,✅ OK
US5.0,US 5,✅ OK
US5.5,US 5.5,✅ OK
US6.0,US 6,✅ OK
US6.5,US 6.5,✅ OK
US7.0,US 7,✅ OK
US7.5,US 7.5,✅ OK
US8.0,US 8,✅ OK
US8.5,US 8.5,✅ OK
US9.0,US 9,✅ OK
US9.5,US 9.5,✅ OK
USW10.0,US 10,✅ OK
USW10.5,US 10.5,✅ OK
USW11.0,US 11,✅ OK
USW4.5,US 4.5,✅ OK
USW5.0,US 5,✅ OK
USW5.5,US 5.5,✅ OK
USW6.0,US 6,✅ OK
USW6.5,US 6.5,✅ OK
USW7.0,US 7,✅ OK
USW7.5,US 7.5,✅ OK
USW8.0,US 8,✅ OK
USW8.5,US 8.5,✅ OK
USW9.0,US 9,✅ OK
USW9.5,US 9.5,✅ OK
Vetiver / L,L,✅ OK
Vetiver / S,S,✅ OK
Vetiver / XL,XL,✅ OK
Vetiver / XS,XS,✅ OK
W34,W 34,✅ OK
W36,W 36,✅ OK
W38,W 38,✅ OK
W40,W 40,✅ OK
Warm Sand / L,L,✅ OK
Warm Sand / M,M,✅ OK
Warm Sand / S,S,✅ OK
Warm Sand / XL,XL,✅ OK
Warm Sand / XS,XS,✅ OK
X-LARGE,XL,✅ OK
X-SMALL,XS,✅ OK
XL,XL,✅ OK
XL / Withered Rose,WITHERED ROSE,✅ OK
XS,XS,✅ OK
XS / Withered Rose,WITHERED ROSE,✅ OK
XS/S,S,✅ OK
XX-LARGE,XXL,✅ OK
XXL,XXL,✅ OK
XXL / Withered Rose,WITHERED ROSE,✅ OK
XXS,XXS,✅ OK
Yellow / 120cm,120CM,✅ OK
Yellow / L,L,✅ OK
Yellow / M,M,✅ OK
Yellow / XL,XL,✅ OK
28 / Sandstorm,SANDSTORM,⚠️ Sospechosa
29 / Charcoal,CHARCOAL,⚠️ Sospechosa
33 / Charcoal,CHARCOAL,⚠️ Sospechosa
34 / Charcoal,CHARCOAL,⚠️ Sospechosa
34-38,34-38Y,⚠️ Sospechosa
38-42,38-42Y,⚠️ Sospechosa
42-46,42-46Y,⚠️ Sospechosa
L / Buttercream,BUTTERCREAM,⚠️ Sospechosa
L / Mid Purple,MID PURPLE,⚠️ Sospechosa
L / Oatmeal,OATMEAL,⚠️ Sospechosa
L / Sandstone,SANDSTONE,⚠️ Sospechosa
M / Buttercream,BUTTERCREAM,⚠️ Sospechosa
M / Cashmere,CASHMERE,⚠️ Sospechosa
M / Mid Purple,MID PURPLE,⚠️ Sospechosa
M / Oatmeal,OATMEAL,⚠️ Sospechosa
M / Terrain,TERRAIN,⚠️ Sospechosa
One Size / Realtree®,REALTREE®,⚠️ Sospechosa
S / Buttercream,BUTTERCREAM,⚠️ Sospechosa
S / Cashmere,CASHMERE,⚠️ Sospechosa
S / Mid Purple,MID PURPLE,⚠️ Sospechosa
S / Oatmeal,OATMEAL,⚠️ Sospechosa
S / Terrain,TERRAIN,⚠️ Sospechosa
XL / Buttercream,BUTTERCREAM,⚠️ Sospechosa
XL / Cashmere,CASHMERE,⚠️ Sospechosa
XL / Mid Purple,MID PURPLE,⚠️ Sospechosa
XL / Oatmeal,OATMEAL,⚠️ Sospechosa
XL / Sandstone,SANDSTONE,⚠️ Sospechosa
XS / Buttercream,BUTTERCREAM,⚠️ Sospechosa
XS / Mid Purple,MID PURPLE,⚠️ Sospechosa
XS / Terrain,TERRAIN,⚠️ Sospechosa
XXL / Buttercream,BUTTERCREAM,⚠️ Sospechosa
XXL / Mid Purple,MID PURPLE,⚠️ Sospechosa
Única Talla,ÚNICA TALLA,⚠️ Sospechosa
